"sample.id","UID","iso2","iso3","code3","FIPS","Admin2","Province_State","Country_Region","Lat","Long_","Combined_Key","nb.cases.per.day","power.law.exponent","growth.rate.incidence.package","doubling.time","earlyR0.nishiura","earlyR0.wang","earlyR0.du","growth.rate.R0.package","R0.EG.nishiura","R0.EG.wang","R0.EG.du","R0.ML.nishiura","R0.ML.wang","R0.ML.du","total.nb.cases","first.date","end.date","observational.period"
"US_17","84001023","US","USA","840","1023","Choctaw","Alabama","US","32.02227341","-88.2656443","Choctaw, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_18","84001025","US","USA","840","1025","Clarke","Alabama","US","31.68099859","-87.83548597","Clarke, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_19","84001027","US","USA","840","1027","Clay","Alabama","US","33.26984193","-85.85836077","Clay, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_20","84001029","US","USA","840","1029","Cleburne","Alabama","US","33.67679204","-85.52005899","Cleburne, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_21","84001031","US","USA","840","1031","Coffee","Alabama","US","31.39932826","-85.98901039","Coffee, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_22","84001033","US","USA","840","1033","Colbert","Alabama","US","34.69847452","-87.80168544","Colbert, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_23","84001035","US","USA","840","1035","Conecuh","Alabama","US","31.43401703","-86.99320044","Conecuh, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_24","84001037","US","USA","840","1037","Coosa","Alabama","US","32.93690146","-86.24847739","Coosa, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_25","84001039","US","USA","840","1039","Covington","Alabama","US","31.2477854","-86.45050893","Covington, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_26","84001041","US","USA","840","1041","Crenshaw","Alabama","US","31.72941803","-86.31593104","Crenshaw, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_27","84001043","US","USA","840","1043","Cullman","Alabama","US","34.13020303","-86.86888037","Cullman, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_28","84001045","US","USA","840","1045","Dale","Alabama","US","31.43037123","-85.61095742","Dale, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_29","84001047","US","USA","840","1047","Dallas","Alabama","US","32.32688101","-87.1086671","Dallas, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_30","84001049","US","USA","840","1049","DeKalb","Alabama","US","34.45946862","-85.80782906","DeKalb, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_31","84001051","US","USA","840","1051","Elmore","Alabama","US","32.59785413","-86.14415284","Elmore, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_32","84001053","US","USA","840","1053","Escambia","Alabama","US","31.1256789","-87.15918694","Escambia, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_33","84001055","US","USA","840","1055","Etowah","Alabama","US","34.04567266","-86.04051873","Etowah, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_34","84001057","US","USA","840","1057","Fayette","Alabama","US","33.72076938","-87.73886638","Fayette, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_35","84001059","US","USA","840","1059","Franklin","Alabama","US","34.44235334","-87.84289505","Franklin, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_36","84001061","US","USA","840","1061","Geneva","Alabama","US","31.09389027","-85.83572839","Geneva, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_37","84001063","US","USA","840","1063","Greene","Alabama","US","32.85504247","-87.95684022","Greene, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_38","84001065","US","USA","840","1065","Hale","Alabama","US","32.76039258","-87.63284988","Hale, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_39","84001067","US","USA","840","1067","Henry","Alabama","US","31.51148016","-85.24267944","Henry, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_40","84001069","US","USA","840","1069","Houston","Alabama","US","31.15197924","-85.29939599","Houston, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_41","84001071","US","USA","840","1071","Jackson","Alabama","US","34.78144169","-85.99750489","Jackson, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_42","84001073","US","USA","840","1073","Jefferson","Alabama","US","33.55554728","-86.895063","Jefferson, Alabama, US","21.6111111111111","0.238276946677377","0.0329053960200942","21.0648484563645","1.22122122122122","1.55155155155155","1.36136136136136","0.0336798800533762","1.19284626263527","1.29205679476867","1.22386202117589","1.38700839224487","1.75639706029514","1.49251831163855","389","2020-03-20","2020-04-06","18"
"US_43","84001075","US","USA","840","1075","Lamar","Alabama","US","33.77995024","-88.09668032","Lamar, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_44","84001077","US","USA","840","1077","Lauderdale","Alabama","US","34.90171875","-87.65624729","Lauderdale, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_45","84001079","US","USA","840","1079","Lawrence","Alabama","US","34.52041498","-87.31069453","Lawrence, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_46","84001081","US","USA","840","1081","Lee","Alabama","US","32.60154883","-85.35132246","Lee, Alabama, US","6.5","-0.0917884055449074","-0.0281723893483801","Inf","1.26126126126126","1.83183183183183","1.53153153153153","-0.0345681716097337","0.829182312897559","0.744849810224846","0.799235442024311","1.5783213312792","2.25279958687714","1.76849784541824","65","2020-03-28","2020-04-06","10"
"US_47","84001083","US","USA","840","1083","Limestone","Alabama","US","34.81185586","-86.98310072","Limestone, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_48","84001085","US","USA","840","1085","Lowndes","Alabama","US","32.1597283","-86.65158371","Lowndes, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_49","84001087","US","USA","840","1087","Macon","Alabama","US","32.38759944","-85.69267724","Macon, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_50","84001089","US","USA","840","1089","Madison","Alabama","US","34.76327133","-86.55069633","Madison, Alabama, US","9.4","-0.456023515821667","-0.101814377870109","Inf","1.33133133133133","1.87187187187187","1.57157157157157","-0.110525864344089","0.536504357326011","0.335298711647127","0.454130379316132","1.3502675294019","1.92446372670533","1.53430607634837","94","2020-03-28","2020-04-06","10"
"US_51","84001091","US","USA","840","1091","Marengo","Alabama","US","32.24767634","-87.78796182","Marengo, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_52","84001093","US","USA","840","1093","Marion","Alabama","US","34.13697363","-87.88704173","Marion, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_53","84001095","US","USA","840","1095","Marshall","Alabama","US","34.36975964","-86.30486727","Marshall, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_54","84001097","US","USA","840","1097","Mobile","Alabama","US","30.78472347","-88.20842409","Mobile, Alabama, US","14.1428571428571","0.524858690668712","0.159142588285927","4.355510288136","1.83183183183183","2.89289289289289","2.39239239239239","0.112273391668048","1.76042953264852","2.1474290039939","1.86207386748223","3.28363462326123","4.44225470460788","3.30512586865545","99","2020-03-31","2020-04-06","7"
"US_55","84001099","US","USA","840","1099","Monroe","Alabama","US","31.56729412","-87.36995001","Monroe, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_56","84001101","US","USA","840","1101","Montgomery","Alabama","US","32.2206831","-86.20969272","Montgomery, Alabama, US","6.5","-0.828548123356359","-0.324746328172011","Inf","1.26126126126126","2.002002002002","1.66166166166166","-0.455600348675368","0.0461361982926244","9.27494035997117e-05","0.00404397686422273","2.33565733340578","2.87847053641009","2.10420851657875","26","2020-04-03","2020-04-06","4"
"US_57","84001103","US","USA","840","1103","Morgan","Alabama","US","34.45500589","-86.85475946","Morgan, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_58","84001105","US","USA","840","1105","Perry","Alabama","US","32.64048341","-87.29770589","Perry, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_59","84001107","US","USA","840","1107","Pickens","Alabama","US","33.28094866","-88.08818103","Pickens, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_60","84001109","US","USA","840","1109","Pike","Alabama","US","31.80396383","-85.9408295","Pike, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_61","84001111","US","USA","840","1111","Randolph","Alabama","US","33.29526734","-85.45708831","Randolph, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_62","84001113","US","USA","840","1113","Russell","Alabama","US","32.28725256","-85.18415324","Russell, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_63","84001115","US","USA","840","1115","St. Clair","Alabama","US","33.71902176","-86.31029372","St. Clair, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_64","84001117","US","USA","840","1117","Shelby","Alabama","US","33.26879845","-86.66232561","Shelby, Alabama, US","8.75","0.0762971709908935","0.0247020528376974","28.0603067734575","1.52152152152152","2.08208208208208","1.77177177177177","0.0364804301827881","1.21014399340466","1.31831313784701","1.24377380501258","1.74180797730002","2.30411751857787","1.87404039032391","105","2020-03-26","2020-04-06","12"
"US_65","84001119","US","USA","840","1119","Sumter","Alabama","US","32.59117397","-88.19916205","Sumter, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_66","84001121","US","USA","840","1121","Talladega","Alabama","US","33.37823223","-86.16886178","Talladega, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_67","84001123","US","USA","840","1123","Tallapoosa","Alabama","US","32.86698258","-85.79833053","Tallapoosa, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_68","84001125","US","USA","840","1125","Tuscaloosa","Alabama","US","33.28726072","-87.52556818","Tuscaloosa, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","29","2020-04-06","2020-04-06","1"
"US_69","84001127","US","USA","840","1127","Walker","Alabama","US","33.80270512","-87.30027177","Walker, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","5","2020-04-06","2020-04-06","1"
"US_70","84001129","US","USA","840","1129","Washington","Alabama","US","31.4092794","-88.20689944","Washington, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_71","84001131","US","USA","840","1131","Wilcox","Alabama","US","31.98773215","-87.30891118","Wilcox, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_72","84001133","US","USA","840","1133","Winston","Alabama","US","34.15030532","-87.37325922","Winston, Alabama, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_73","84002013","US","USA","840","2013","Aleutians East","Alaska","US","55.32222414","-161.9722021","Aleutians East, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_74","84002016","US","USA","840","2016","Aleutians West","Alaska","US","52.72541116","-110.4086433","Aleutians West, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_75","84002020","US","USA","840","2020","Anchorage","Alaska","US","61.14998174","-149.1426986","Anchorage,Alaska,US","5","-0.294084739174177","-0.0448084793352622","Inf","1.24124124124124","1.81181181181181","1.51151151151151","-0.0704738134805044","0.677777313215668","0.526115870690865","0.620274688907971","1.47368298018691","2.08414869740362","1.63351220496645","45","2020-03-29","2020-04-06","9"
"US_76","84002050","US","USA","840","2050","Bethel","Alaska","US","60.90980451","-159.8561831","Bethel, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_77","84002060","US","USA","840","2060","Bristol Bay","Alaska","US","58.74513976","-156.701064","Bristol Bay, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_78","84002068","US","USA","840","2068","Denali","Alaska","US","63.67264044","-150.0076108","Denali, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_79","84002070","US","USA","840","2070","Dillingham","Alaska","US","59.79603738","-158.2381942","Dillingham, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_80","84002090","US","USA","840","2090","Fairbanks North Star","Alaska","US","64.80726247","-146.5692662","Fairbanks North Star,Alaska,US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","7","2020-04-05","2020-04-06","2"
"US_81","84002100","US","USA","840","2100","Haines","Alaska","US","59.09893571","-135.4679843","Haines, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_82","84002105","US","USA","840","2105","Hoonah-Angoon","Alaska","US","58.29307365","-135.6424424","Hoonah-Angoon, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_83","84002110","US","USA","840","2110","Juneau","Alaska","US","58.45031811","-134.200436","Juneau, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_84","84002122","US","USA","840","2122","Kenai Peninsula","Alaska","US","60.24429722","-151.5388884","Kenai Peninsula,Alaska,US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_85","84002130","US","USA","840","2130","Ketchikan Gateway","Alaska","US","55.57445008","-130.975561","Ketchikan Gateway, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_86","84002150","US","USA","840","2150","Kodiak Island","Alaska","US","57.65529415","-153.7493579","Kodiak Island, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_87","84002158","US","USA","840","2158","Kusilvak","Alaska","US","62.1542916","-163.3967883","Kusilvak, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_88","84002164","US","USA","840","2164","Lake and Peninsula","Alaska","US","58.62403337","-156.2140589","Lake and Peninsula, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_89","84002170","US","USA","840","2170","Matanuska-Susitna","Alaska","US","62.31305045","-149.5741743","Matanuska-Susitna,Alaska,US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_90","84002180","US","USA","840","2180","Nome","Alaska","US","64.90320724","-164.0353804","Nome, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_91","84002185","US","USA","840","2185","North Slope","Alaska","US","69.31479216","-153.4836093","North Slope, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_92","84002188","US","USA","840","2188","Northwest Arctic","Alaska","US","67.04919196","-159.7503946","Northwest Arctic, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_93","84002195","US","USA","840","2195","Petersburg","Alaska","US","57.13978948","-132.9540995","Petersburg, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_94","84002198","US","USA","840","2198","Prince of Wales-Hyder","Alaska","US","55.76261984","-133.0511621","Prince of Wales-Hyder, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_95","84002220","US","USA","840","2220","Sitka","Alaska","US","57.24124555","-135.3206587","Sitka, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_96","84002230","US","USA","840","2230","Skagway","Alaska","US","59.56149996","-135.3337748","Skagway, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_97","84002240","US","USA","840","2240","Southeast Fairbanks","Alaska","US","63.87692095","-143.2127643","Southeast Fairbanks, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_98","84002261","US","USA","840","2261","Valdez-Cordova","Alaska","US","61.47502768","-144.7126799","Valdez-Cordova, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_99","84002275","US","USA","840","2275","Wrangell","Alaska","US","56.3202004","-132.0583731","Wrangell, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_100","84002282","US","USA","840","2282","Yakutat","Alaska","US","59.8909808","-140.3601451","Yakutat, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_101","84002290","US","USA","840","2290","Yukon-Koyukuk","Alaska","US","65.50815459","-151.3907387","Yukon-Koyukuk, Alaska, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_102","84004001","US","USA","840","4001","Apache","Arizona","US","35.39465006","-109.4892383","Apache, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","13","2020-04-06","2020-04-06","1"
"US_103","84004003","US","USA","840","4003","Cochise","Arizona","US","31.87934684","-109.7516088","Cochise, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_104","84004005","US","USA","840","4005","Coconino","Arizona","US","35.83883429","-111.7707178","Coconino, Arizona, US","21.6","0.548940152791854","0.139171323941872","4.98053162768971","1.55155155155155","2.33233233233233","1.94194194194194","0.114097553006753","1.77577757360177","2.17026437513771","1.87890745707474","2.29760102564161","3.2111240637658","2.47159043347889","216","2020-03-28","2020-04-06","10"
"US_105","84004007","US","USA","840","4007","Gila","Arizona","US","33.80190085","-110.8132779","Gila, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_106","84004009","US","USA","840","4009","Graham","Arizona","US","32.93166885","-109.8882178","Graham, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_107","84004011","US","USA","840","4011","Greenlee","Arizona","US","33.21498827","-109.2405279","Greenlee, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_108","84004012","US","USA","840","4012","La Paz","Arizona","US","33.72854224","-113.9810029","La Paz, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_109","84004013","US","USA","840","4013","Maricopa","Arizona","US","33.34835867","-112.4918154","Maricopa, Arizona, US","86.5","0.451890461718419","0.0721968093671916","9.60080073670031","1.37137137137137","1.81181181181181","1.57157157157157","0.0655051624867817","1.40158975200746","1.60857663990773","1.4622083089147","1.60859079012626","2.11785509530273","1.75501894718927","1384","2020-03-22","2020-04-06","16"
"US_110","84004015","US","USA","840","4015","Mohave","Arizona","US","35.70471703","-113.7577902","Mohave, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_111","84004017","US","USA","840","4017","Navajo","Arizona","US","35.3997715","-110.3218983","Navajo, Arizona, US","31","0.940973132268804","0.228909816761347","3.02803606401291","1.63163163163163","2.48248248248248","2.06206206206206","0.138381990513433","1.99041102224476","2.4875416884168","2.11212570351279","2.45711387241772","3.50417227493104","2.67731229083037","310","2020-03-28","2020-04-06","10"
"US_112","84004019","US","USA","840","4019","Pima","Arizona","US","32.0971334","-111.7890033","Pima, Arizona, US","30.5","0.193959754691483","0.0581428168421509","11.9214585430516","1.51151151151151","2.08208208208208","1.77177177177177","0.0650841011112702","1.39864886223983","1.60412719237699","1.45887997357254","1.84293959462335","2.49686502844975","2.01079482237024","366","2020-03-26","2020-04-06","12"
"US_113","84004021","US","USA","840","4021","Pinal","Arizona","US","32.90525627","-111.3449483","Pinal, Arizona, US","7.44444444444444","-0.225323645395265","-0.0460637743379017","Inf","1.64164164164164","2.39239239239239","2.002002002002","0.00895620555535525","1.04862147340858","1.0734242955928","1.05675267257618","1.92099777990632","2.6767710759149","2.08784458247396","67","2020-03-29","2020-04-06","9"
"US_114","84004023","US","USA","840","4023","Santa Cruz","Arizona","US","31.52508998","-110.8479088","Santa Cruz, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_115","84004025","US","USA","840","4025","Yavapai","Arizona","US","34.59933926","-112.5538588","Yavapai, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_116","84004027","US","USA","840","4027","Yuma","Arizona","US","32.76895712","-113.9066674","Yuma, Arizona, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_117","84005001","US","USA","840","5001","Arkansas","Arkansas","US","34.29145151","-91.37277296","Arkansas, Arkansas, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"US_118","84005003","US","USA","840","5003","Ashley","Arkansas","US","33.19153461","-91.7698471","Ashley, Arkansas, US","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
